row;effect;pert;sdom;vp;milieu;Col1;Col2;Col3;Col4;Col5;Col6;Col7;Col8;Col10
1;ldhp;;;;;0.0997305345435900000000000;-0.0133214155849482000000000;-0.0000037293885227000000000;0.0089515879846741000000000;0.0010138237362971000000000;0.0014685682260778000000000;-0.0013157115868340000000000;0.0001229185993599000000000;-0.0000638468151770000000000
2;ldhp2;;;;;-0.0133214155849482000000000;0.0058824842443185000000000;-0.0000410969255191000000000;-0.0046561090077726000000000;0.0001152331980400000000000;-0.0000199429303466000000000;0.0004783025148725000000000;0.0003708602446718000000000;0.0000009428456294000000000
3;ldhp*st;;;;;-0.0000037293885227000000000;-0.0000410969255191000000000;0.0000026977784672000000000;0.0000378094594386000000000;0.0000171489920440000000000;0.0000155374021358000000000;0.0000022339980161000000000;0.0000162361145339000000000;0.0000000053154633000000000
4;ldhp*rdhp;;;;;0.0089515879846741000000000;-0.0046561090077726000000000;0.0000378094594386000000000;0.0051087729227755000000000;0.0000054163581437000000000;-0.0000078619191832000000000;-0.0004975103709440000000000;-0.0002972764692750000000000;-0.0000007161647641000000000
5;ldhp*vp;;;FE2;;0.0010138237362971000000000;0.0001152331980400000000000;0.0000171489920440000000000;0.0000054163581437000000000;0.0058086505523327000000000;0.0015598662176340000000000;0.0013814612789110000000000;0.0015771595097146000000000;-0.0000031241499383000000000
6;ldhp*vp;;;FE3;;0.0014685682260778000000000;-0.0000199429303466000000000;0.0000155374021358000000000;-0.0000078619191832000000000;0.0015598662176340000000000;0.0057013175347007000000000;0.0013740154379337000000000;0.0015492330410580000000000;-0.0000030945314371000000000
7;ldhp*vp;;;MJ1;;-0.0013157115868340000000000;0.0004783025148725000000000;0.0000022339980161000000000;-0.0004975103709440000000000;0.0013814612789110000000000;0.0013740154379337000000000;0.0039546339428743000000000;0.0014069558190889000000000;-0.0000010021738851000000000
8;ldhp*vp;;;MJ2;;0.0001229185993599000000000;0.0003708602446718000000000;0.0000162361145339000000000;-0.0002972764692750000000000;0.0015771595097146000000000;0.0015492330410580000000000;0.0014069558190889000000000;0.0057679147731078000000000;-0.0000027130779144000000000
10;ldhp*ptot;;;;;-0.0000638468151770000000000;0.0000009428456294000000000;0.0000000053154633000000000;-0.0000007161647641000000000;-0.0000031241499383000000000;-0.0000030945314371000000000;-0.0000010021738851000000000;-0.0000027130779144000000000;0.0000000596715912000000000
